paper_url,paper_name,paper_year,abstract,keywords,doi_url
https://pmc.ncbi.nlm.nih.gov/articles/PMC9539801/,25 years of neurocognitive aging theories: What have we learned?,2022,"The past 25 years have provided a rich discovery of at least four fundamental patterns that represent structural and functional brain aging across multiple cognitive domains. Of the many potential patterns of brain aging, few are ever examined simultaneously in a given study, leading one to question their mutual exclusivity. Moreover, more studies are emerging that note failures to replicate some brain aging patterns, thereby questioning the universality and prevalence of these patterns. Although some attempts have been made to create unifying theories incorporating many of these age-related brain patterns, we propose that the field’s understanding of the aging brain has been hindered due to a large number of influential models with little crosstalk between them. We briefly review these brain patterns, the influential domain-general theories of neurocognitive aging that attempt to explain them, and provide examples of recent challenges to these theories. Lastly, we elaborate on improvements that can be made to lead the field to more comprehensive and robust models of neurocognitive aging.",neurocognition; fMRI; aging; older adults; theory; review; maintenance; compensation; Aging Neuroscience,https://doi.org/10.3389/fnagi.2022.1002096
https://pmc.ncbi.nlm.nih.gov/articles/PMC12537190/,"Willingness to pay for combined medical and old-age care services: A survey in Chengdu City, China",2025,"To provide a basis for service supply for older persons, we investigated older adults’ willingness to pay for combined medical and old-age care services in Jinjiang District, Chengdu. According to the Anderson model and the opinions of statistical experts, a questionnaire was designed, implemented in Questionnaire Star, and distributed to the residents of the Jinjiang District of Chengdu. Data were entered into Excel, and SPSS 27 was used to obtain descriptive statistics and to conduct single factor and logistic regression analyses. Statistically significant variables associated with older adults’ willingness to pay for combined services (<italic toggle=""yes"">P</italic> < .05) were age, occupation, education level, whether having commercial pension insurance, and whether there were health lectures in the community. There is high willingness to pay for combined medical and old-age care services in Jinjiang District.",Chengdu; Jinjiang District; Willingness to pay; 6600; Research Article; Observational Study,https://doi.org/10.1097/MD.0000000000045206
https://pmc.ncbi.nlm.nih.gov/articles/PMC12511414/,The dissipation theory of aging: a quantitative analysis using a cellular aging map,2025,"We propose a new theory for aging based on dynamical systems and provide a data-driven computational method to quantify the changes at the cellular level. We use ergodic theory to decompose the dynamics of changes during aging and show that aging is fundamentally a dissipative process within biological systems, akin to dynamical systems where dissipation occurs due to non-conservative forces. To quantify the dissipation dynamics, we employ a transformer-based machine learning algorithm to analyze gene expression data, incorporating age as a token to assess how age-related dissipation is reflected in the embedding space. By evaluating the dynamics of gene and age embeddings, we provide a cellular aging map (CAM) and identify patterns indicative of divergence in gene embedding space, nonlinear transitions, and entropy variations during aging for various tissues and cell types. Our results provide a novel perspective on aging as a dissipative process and introduce a computational framework that enables measuring age-related changes with molecular resolution.",Cell biology; Epigenetics; Article,https://doi.org/10.1038/s41514-025-00277-2
https://pmc.ncbi.nlm.nih.gov/articles/PMC10835255/,The molecular mechanism of aging and the role in neurodegenerative diseases,2024,"Aging is a complex and inevitable biological process affected by a combination of external environmental and genetic factors. Humans are currently living longer than ever before, accompanied with aging-related alterations such as diminished autophagy, decreased immunological function, mitochondrial malfunction, stem cell failure, accumulation of somatic and mitochondrial DNA mutations, loss of telomere, and altered nutrient metabolism. Aging leads to a decline in body functions and age-related diseases, for example, Alzheimer's disease, which adversely affects human health and longevity. The quality of life of the elderly is greatly diminished by the increase in their life expectancy rather than healthy life expectancy. With the rise in the age of the global population, aging and related diseases have become the focus of attention worldwide. In this review, we discuss several major mechanisms of aging, including DNA damage and repair, free radical oxidation, telomeres and telomerase, mitochondrial damage, inflammation, and their role in neurodegenerative diseases to provide a reference for the prevention of aging and its related diseases.",Aging; DNA damage; Radicals oxidative; Telomere; Energy metabolism; Anti-Aging; Review Article,https://doi.org/10.1016/j.heliyon.2024.e24751
https://pmc.ncbi.nlm.nih.gov/articles/PMC11810056/,Mikhail ‘Misha’ Blagosklonny’s enduring legacy in geroscience: the hyperfunction theory and the therapeutic potential of rapamycin,2025,"The untimely passing of Dr. Mikhail “Misha” Blagosklonny has left a lasting void in geroscience and oncology. This review examines his profound contributions, focusing on his pioneering the Hyperfunction Theory and his advocacy for rapamycin, an mTOR inhibitor, as a therapeutic agent for lifespan extension. Contrary to traditional damage-centric models, the Hyperfunction Theory rejects damage accumulation as the primary driver of aging. Instead, it redefines aging as a quasi-programmed process driven by the persistent, excessive activity of growth-promoting pathways beyond their developmental roles, leading to age-related pathologies. We explore how Blagosklonny’s insights predict rapamycin’s ability to decelerate aging by modulating excessive mTOR signaling, supported by empirical evidence across multiple physiological systems, including immune, cardiovascular, cognitive, and oncologic health. His forward-thinking approach, advocating for the cautious clinical use of rapamycin and suggesting personalized, preventive, and combination therapy strategies, has catalyzed interest in translational geroscience. This review synthesizes Blagosklonny’s legacy, presenting rapamycin as a foundational pharmacological intervention with potential in managing age-related decline and extending healthspan, and underlines his impact in shifting aging research from theoretical frameworks to actionable interventions. Blagosklonny’s work remains an enduring inspiration, paving the way toward treating aging as a modifiable condition.",rapamycin; longevity medicine; healthspan; geroscience; hyperfunction; Priority Review,https://doi.org/10.18632/aging.206189
https://pmc.ncbi.nlm.nih.gov/articles/PMC12537203/,Devil or angel: A review of autophagy in ischemia–reperfusion injury,2025,"Ischemia–reperfusion injury (IRI) is a secondary injury that occurs after recanalization of the blood flow in ischemic tissues or organs. Autophagy is a lysosome-dependent cellular process that eliminates misfolded proteins and functionally impaired organelles to maintain intracellular homeostasis. Autophagy plays a pivotal role in IRI occurrence and development. Autophagy acts as a “double-edged sword” in this context, and its role (positive or negative) in IRI remains controversial, complicating efforts to target autophagy to alleviate IRI. In this review, we explore the role of autophagy in various IRI diseases with the aim of providing insights for research focused on mitigating IRI through autophagy regulation.",autophagy; cell death; ischemia–reperfusion injury; lysosome; oxidative stress; reactive oxygen species; 4700; Research Article; Narrative Review,https://doi.org/10.1097/MD.0000000000045330
https://pmc.ncbi.nlm.nih.gov/articles/PMC12536756/,Matrix Metalloproteinase-9 as a Biomarker for Diagnosis and Monitor Disease Progression in Psoriatic Arthritis,2025,,psoriatic arthritis; matrix metalloproteinases 9 (MMP-9); disease activity; biomarker; diagnosis; Original Paper,https://doi.org/10.31138/mjr.151024.mpr
https://pmc.ncbi.nlm.nih.gov/articles/PMC12537267/,The impact of SULT1E1-mediated sleep characteristics on lung cancer risk: A mediation Mendelian randomization analysis study,2025,"The interplay between sleep characteristics, estrogen sulfotransferase (SULT1E1), and lung cancer may involve complex interactions. While prior research has predominantly examined the association of SULT1E1 with breast cancer and the individual effects of sleep characteristics on lung cancer, the potential multifaceted interactions among these 3 factors remain underexplored. This study employed a two-sample univariable Mendelian randomization framework to systematically examine potential causal associations between 8 distinct sleep-related traits and lung cancer, encompassing its various histological subtypes. Mediation Mendelian randomization (MR) analysis was implemented to assess the putative mediating role of SULT1E1 in these associations. Methodological rigor was ensured through the application of multiple complementary MR approaches. Comprehensive evaluation of heterogeneity and horizontal pleiotropy was conducted utilizing the MR-Egger regression intercept test, Cochran <italic toggle=""yes"">Q</italic> statistic, and leave-one-out sensitivity analysis. Furthermore, the Mendelian Randomization Pleiotropy RESidual Sum and Outlier was systematically applied to identify and adjust for potential horizontal pleiotropic effects. Moreover, we employed the false discovery rate method to correct for multiple hypothesis testing and control the risk of false-positive results. Mediation MR analysis, revealed a causal association between sleep duration and a reduced risk of squamous cell lung cancer (SCC), with 9.3% of the effect mediated by SULT1E1. Dozing off during the day was causally associated with a reduced risk of lung cancer and non-small cell lung cancer. Lack of sleep was causally associated with a reduced risk of small cell lung cancer. A causal association was observed between reduced sleep duration and an elevated risk of SCC. Mediation analysis demonstrated that SULT1E1 mediated 9.3% of the total effect of reduced sleep duration on SCC development.",lung cancer; MR analysis; sleep characteristics; sleep duration; SULT1E1; 5700; Research Article; Observational Study,https://doi.org/10.1097/MD.0000000000045167
https://pmc.ncbi.nlm.nih.gov/articles/PMC12536385/,[Corrigendum] UBE2T silencing suppresses proliferation and induces cell cycle arrest and apoptosis in bladder cancer cells,2025,,Corrigendum,https://doi.org/10.3892/ol.2025.15326
https://pmc.ncbi.nlm.nih.gov/articles/PMC12533538/,Unraveling the role of regulatory cell death in sepsis: an integrated analysis of bulk and single-cell sequencing data,2025,,Sepsis; Regulatory cell death; Machine learning; scRNA; CLP; Bioinformatics; Genomics; Immunology; Infectious Diseases; Translational Medicine,https://doi.org/10.7717/peerj.20167
