paper_url,paper_name,paper_year,abstract,keywords,doi_url
https://pmc.ncbi.nlm.nih.gov/articles/PMC12537270/,Exercise-induced angiogenesis and lymphangiogenesis: A potential therapeutic tool to fight aging and disease,2025,"Abstract: Aging is an inevitable, physiological process of the human body, leading to deterioration in bodily function and increased susceptibility to various diseases. Effective endogenous therapeutic strategies for anti-aging and related diseases remain limited. Exercise confers multifaceted benefits to physical health by augmenting osteogenic and myogenic processes, enhancing cardiovascular and nervous system function, and attenuating chronic inflammation. Angiogenesis and lymphangiogenesis play pivotal roles in anti-aging, tissue repair, and immune response modulation, underscoring their potential as therapeutic targets for age-related diseases. Modulating angiogenic and lymphangiogenic pathways may provide a promising strategy for mitigating vascular decline and immune system dysfunction associated with aging. Exercise-induced endogenous angiogenesis and lymphangiogenesis can exert beneficial effects on physiological function, thereby representing a potential therapeutic paradigm for combating age-related decline and diseases. This review offers a thorough summary of the present knowledge regarding angiogenesis and lymphangiogenesis induced by exercise, encompassing the underlying mechanisms and the effects in different organs. In addition, it explores the potential of physical activity as a non-pharmacological intervention for anti-aging strategies and disease management, offering novel insights into the intersection of physical activity, aging, and disease progression.",Exercise; Angiogenesis; Lymphangiogenesis; Aging; Disease; Review Article,https://doi.org/10.1097/CM9.0000000000003831
https://pmc.ncbi.nlm.nih.gov/articles/PMC12536935/,"Genetic perturbation of cellular homeostasis regulates integrated stress response signaling to control <italic toggle=""yes"">Drosophila</italic> hematopoiesis",2025,"ABSTRACT: Aging results in a decline in cellular and molecular functions. One of the hallmarks of aging is stem cell exhaustion, which impacts self-renewal and differentiation. We employ the <italic toggle=""yes"">Drosophila</italic> larval lymph gland (LG) to investigate the impact of genetic perturbation of cellular homeostasis on hematopoiesis. The LG consists of a posterior signaling center (PSC) – a stem cell niche that maintains medullary zone (MZ) prohemocytes, whereas the cortical zone (CZ) consists of differentiated hemocytes. We employed over-activation of Toll or Imd pathway to disrupt cellular homeostasis, whereas we over-expressed Foxo or Atg8 to balance it. Genetic perturbation of cellular homeostasis displays hallmarks of aging. Induction of Toll or Imd pathway locally and systemically leads to a decreased niche size and increased differentiation, whereas Foxo or Atg8 over-expression shows an opposite trend. We showed that the integrated stress response (ISR) pathway is induced upon Toll or Imd over-activation and LGs with ISR perturbation show increased hemocyte differentiation. Genetic epistasis shows that ectopic over-expression of ISR components upon Imd activation can rescue hematopoietic defects. Overall, our study explores how genetic perturbation of cellular homeostasis can impact hematopoiesis. Our research has implications in understanding how abrogation of cellular homeostatic mechanisms may lead to onset of malignancies.","Homeostasis; Stem cells; Signaling; Hematopoiesis; <italic toggle=""yes"">Drosophila</italic>; Research Article",https://doi.org/10.1242/bio.062046
https://pmc.ncbi.nlm.nih.gov/articles/PMC12535130/,Targeting PURPL RNA enabled rejuvenation of senescence cells via epigenetic reprogramming,2025,"Cellular senescence is a fundamental driver of ageing and age-related diseases, characterized by irreversible growth arrest and profound epigenetic alterations. While long non-coding RNAs (lncRNAs) have emerged as key regulators of senescence, their potential for senescent cell rejuvenation remains unexplored. Here, we identify the ageing-associated lncRNA PURPL as an epigenetic regulator that controls cellular rejuvenation through H3K9me3-mediated transcriptional silencing. CRISPRi-mediated PURPL depletion produces striking rejuvenation effects, resulting in restored youthful cell morphology, as well as suppression of senescence markers such as p21 and SA-β-gal. Conversely, PURPL overexpression accelerates cellular senescence, recapitulating the transcriptional and phenotypic hallmarks of ageing. Mechanistically, nuclear-localized PURPL regulates H3K9me3 deposition at 411 genomic loci including SERPINE1 (PAI-1) and EGR1, which are key senescence drivers. PURPL-mediated H3K9me3 loss at these loci derepresses their transcription, establishing a pro-senescence gene expression program. These findings reveal that PURPL is an epigenetic modulator of senescence and highlight its potential as a therapeutic target for age-related pathologies.",Cellular senescence; Long non-coding RNA; PURPL; Histone modification; H3K9me3; Research,https://doi.org/10.1186/s12967-025-07208-5
https://pmc.ncbi.nlm.nih.gov/articles/PMC12524863/,"Phlorizin Ameliorates Amyloid-β Toxicity and Enhances Fatty Acid β-Oxidation in <italic toggle=""yes"">Caenorhabditis elegans</italic> via NHR-49-Dependent Pathway",2025,"Phlorizin (PHZ) is a glucoside of phloretin, belonging to the dihydrochalcone class within flavonoids; It is one of the active ingredients of the plant Cynomorium, and it has been shown that PHZ can regulate lipid metabolism disorders as well as having anti-aging properties. However, no studies have investigated whether PHZ ameliorates Aβ-induced toxicity in Alzheimer’s disease (AD) by regulating fatty acid β-oxidation. This study aims to investigate the effects of PHZ on the regulation of fatty acid β-oxidation and resistance to Aβ-associated toxicity on the AD <italic toggle=""yes"">Caenorhabditis elegans</italic> and the mechanisms of action. Wild-type N2 and AD model CL4176 <italic toggle=""yes"">C. elegans</italic> were used; lifespan, heat stress resistance, chronic paraquat stress, reactive oxygen species (ROS), behavioral performance, and lipofuscin accumulation assays were examined to evaluate the anti-aging effects; and non-esterified fatty acid (NEFA), triglyceride (TG) and lipidomic contents were quantified after PHZ treatment. The detection of genes related to fatty acid β-oxidation pathways was performed using qRT-PCR. <italic toggle=""yes"">nhr-49</italic> knockout mutant RB1716; and GFP-binding mutants PMD150 WBM170 were used to observe the effect of PHZ on NHR-49 pathways, and molecular docking studies were performed by combining PHZ with NHR-49 proteins. Results showed that PHZ improved worms’ survival and delayed senescence, as demonstrated by enhanced performance in lifespan, heat stress, ROS, and paraquat assays and chronic paraquat assays; PHZ also reduced lipid accumulation in worms, affected the unsaturated fatty acid pathway, and significantly increased the expression of fatty acid metabolism-related genes <italic toggle=""yes"">nhr-49</italic>, <italic toggle=""yes"">acs-2</italic>, and <italic toggle=""yes"">cpt-5</italic>, and can be tightly coupled to NHR-49 targets. PHZ may play an anti-Aβ toxicity role by regulating lipid metabolism disorders through the NHR-49—related pathway and anti-aging in AD worms.","Phlorizin; <italic toggle=""yes"">Caenorhabditis elegans</italic>; Alzheimer’s disease; fatty acid β-oxidation; lipid metabolism; Article",https://doi.org/10.3390/ijms26199303
https://pmc.ncbi.nlm.nih.gov/articles/PMC12530284/,No Evidence That Life History Strategies Shape Within‐Body Mosaics of Ageing,2025,"ABSTRACT: Tissues across the body may age at different rates, which creates within‐body mosaic ageing. Life history strategies shape ageing patterns at the inter‐ and intra‐specific level, but the impact of life history strategies on mosaic‐ageing patterns <italic toggle=""no"">within</italic> individuals remains unknown. Reproductive tissues in individuals selected to prioritise reproduction may age faster than somatic tissues because of increased ‘wear and tear’. Alternatively, individuals that prioritise reproduction may specially protect reproductive tissues at the expense of somatic tissues to allow for increased reproductive function. Here, we used Japanese quail (<styled-content style=""fixed-case"" toggle=""no"">
<italic toggle=""no"">Coturnix japonica</italic>
</styled-content>) artificially selected for increased versus reduced reproductive investment (egg size) to test how reproductive strategies modulate within‐body variation in ageing patterns, by measuring telomere length as an ageing biomarker in blood cells, spleen and reproductive tissue (oviduct and testis). Although there were absolute, sex‐specific differences in telomere length across tissue types, we did not find evidence that an individual's reproductive strategy shapes within‐body mosaics of ageing: patterns of relative telomere length in somatic and reproductive tissues were similar in individuals selected for high and low reproductive investment, respectively (i.e., no significant selection regime × tissue type interaction), and consistent strong positive correlations in telomere lengths among blood cells, spleen and reproductive tissue were observed within individuals across reproductive investment selection regimes. Our results suggest that an individual's life history strategy does not affect tissue‐specific ageing rates or that ‘wear and tear’ and ‘special protection’ mechanisms might act simultaneously and cancel each other out.",asynchronous ageing; differential ageing; disposable soma theory of ageing; pace of life; sexual dimorphism; telomere shortening and attrition; Original Article; ORIGINAL ARTICLE,https://doi.org/10.1111/mec.70040
https://pmc.ncbi.nlm.nih.gov/articles/PMC12408736/,"Subtelomeric elements provide stability to short telomeres in telomerase-negative cells of the budding yeast <italic toggle=""yes"">Naumovozyma castellii</italic>",2025,"Telomerase plays an important role in sustaining eukaryotic linear chromosomes, as elongation of telomeres is needed to counterbalance the shortening occurring in each replication round. Nevertheless, in telomerase-deficient cells, Alternative Lengthening of Telomeres (ALT) pathways can maintain telomeres by employing recombination-based mechanisms. In the budding yeast <italic toggle=""yes"">Naumovozyma castellii</italic>, effective activation of the ALT pathway leads to bypass of senescence and supports long-term growth. We found that telomere structures in <italic toggle=""yes"">N. castellii</italic> ALT cells are stably maintained at a shortened uniform length over extensive numbers of generations. This is correlated to the spreading of a subtelomeric sequence, TelKO element, to all telomeres. Genome sequencing of the wild-type strain revealed variants of the TelKO element, differing in their lengths, and separate ALT strains are maintained by spreading of distinct TelKO element variants. Although short uniform telomere structures are predominant, sporadic telomere lengthening events occur by addition of long repeated arrays of TelKO elements. The telomere-binding protein Rap1 can bind to TelKO sequences in vitro, indicating a functional role of TelKO elements in providing stability to shortened ALT telomeres. Our results suggest that stable maintenance and telomere functionality may be achieved by incorporating the distal subtelomeric TelKO sequences into the telomeric chromatin cap.","Telomere; Genome integrity; Alternative lengthening of telomeres (ALT); Telomerase-independent telomere maintenance; Subtelomeres; Budding yeast<italic toggle=""yes""> Naumovozyma castellii</italic>; Original Article",https://doi.org/10.1007/s00294-025-01325-w
https://pmc.ncbi.nlm.nih.gov/articles/PMC12517210/,Mitochondrial proteins as biomarkers of cellular senescence and age-associated diseases,2025,"Research in the field of mitochondrial biomarkers plays an important role in understanding the processes of cellular aging. Mitochondria are not only the energy centers of the cell, but also key regulators of signaling within the cell. They significantly affect the life and function of the cell. The aging process of cells is associated with various factors, including DNA damage, disruption of the cell cycle, changes in mitochondria, and problems with signal transmission. Mitochondrial dysfunction is a major contributor to cellular and organismal aging. As we age, there is an accumulation of dysfunctional mitochondria, leading to decreased efficiency of oxidative phosphorylation and increased production of reactive oxygen species. This review focuses on the main mitochondrial markers involved in the mechanisms of cell aging: DRP1, Prohibitin, Parkin, PINK1, MFF, VDAC, TOM. These signaling molecules are involved in mitochondrial fission and the mechanisms of mitochondria-dependent apoptosis, in the regulation of mitochondrial respiratory activity, ensuring the stability of the organization and copying of mitochondrial DNA, protecting cells from oxidative stress, in the process of autophagy of damaged mitochondria, in protective mechanisms during stress-induced mitochondrial dysfunction. Analysis of mitochondrial markers can provide valuable information about the state of cells and their functional significance at various stages of aging, which could promote our understanding of cellular aging mechanisms and developing corrective methods. These insights highlight mitochondrial proteins as potential therapeutic targets to combat age-related diseases.",mitochondria; mitochondrial proteins; biomarkers; cellular senescence; age-associated diseases; Review,https://doi.org/10.18632/aging.206305
https://pmc.ncbi.nlm.nih.gov/articles/PMC12523526/,Tert-Butyl Hydroperoxide in Human Adult Mesenchymal Stem Cells Isolated from Dermis: A Stress-Induced Premature Senescence Model,2025,"Stem cell (SC)-based therapy exploits the ability of cells to migrate to damaged tissues and repair them. In this context, there is a strong interest in the use of mesenchymal stem cells (MSCs), multipotent SCs that are easy to obtain and are able to differentiate into various cell lineages. However, MSCs undergo cellular senescence during in vitro expansion, and may also become senescent in vivo, influenced by multiple molecular, cellular, and environmental interactions. Therefore, the development of in vitro cell models is crucial to study the mechanisms underlying senescence in MSCs. This study aimed to investigate the effects of tert-butyl hydroperoxide (t-BHP) as a senescence inducer in human dermal MSCs (hDMSCs), a promising tool for tissue repair. t-BHP induced a pro-senescent effect on hDMSCs greater than hydrogen peroxide (H<sub>2</sub>O<sub>2</sub>), as evidenced by ROS production, DNA damage, cell cycle arrest, inhibition of cell proliferation, changes in cellular and nuclear morphology, and cytoskeletal reorganization, as well as the increase in other senescence markers, including senescence-associated β-galactosidase (SA-β-Gal)-positive cells, and senescence-associated secretory phenotype (SASP). These results indicate that t-BHP could be a promising compound for inducing stress-induced premature senescence (SIPS) in hDMSCs, providing a valuable tool to investigate this process and evaluate the efficacy of senolytic compounds.",dermal mesenchymal stem cells; tert-butyl hydroperoxide; hydrogen peroxide; stress-induced premature senescence (SIPS); Article,https://doi.org/10.3390/cells14191563
https://pmc.ncbi.nlm.nih.gov/articles/PMC12512134/,Privacy-preserving federated unsupervised domain adaptation with application to age prediction from DNA methylation data,2025,Abstract: ,Original Paper; AcademicSubjects/SCI01060,https://doi.org/10.1093/bioinformatics/btaf465
https://pmc.ncbi.nlm.nih.gov/articles/PMC12537207/,The regulatory mechanisms of active ingredients in traditional Chinese medicine for inflammation in Parkinson disease: A review,2025,"Parkinson disease (PD) is the second most common neurodegenerative disorder worldwide, affecting countless patients. Inflammation is a major pathogenic factor in PD. The regulation of inflammation involves multiple processes, including glial cell activation, oxidative stress responses, gut–brain axis signaling, and associated molecular pathways. In recent years, some progress has been made in the study of anti-inflammatory therapies for PD; however, their therapeutic efficacy remains limited. Thus, exploring alternative pharmacological interventions may represent a promising direction for managing inflammation in PD. Traditional Chinese medicine (TCM) has been found to exert therapeutic effects on PD-related inflammation, suggesting that further development of TCM could be beneficial. Therefore, focusing on the discovery and development of TCM-based treatments is worth pursuing. This review summarizes the major active components that show efficacy against PD inflammation and outlines their underlying mechanisms, with the aim of providing new perspectives for identifying alternative therapeutic strategies.",herbal medicine; inflammatory factors; inflammatory pathways; microglia; neuroinflammation; Parkinson disease; 5300; Research Article; Narrative Review,https://doi.org/10.1097/MD.0000000000044392
