paper_url,paper_name,paper_year,abstract,keywords,doi_url
https://pmc.ncbi.nlm.nih.gov/articles/PMC9539801/,25 years of neurocognitive aging theories: What have we learned?,2022,"The past 25 years have provided a rich discovery of at least four fundamental patterns that represent structural and functional brain aging across multiple cognitive domains. Of the many potential patterns of brain aging, few are ever examined simultaneously in a given study, leading one to question their mutual exclusivity. Moreover, more studies are emerging that note failures to replicate some brain aging patterns, thereby questioning the universality and prevalence of these patterns. Although some attempts have been made to create unifying theories incorporating many of these age-related brain patterns, we propose that the field’s understanding of the aging brain has been hindered due to a large number of influential models with little crosstalk between them. We briefly review these brain patterns, the influential domain-general theories of neurocognitive aging that attempt to explain them, and provide examples of recent challenges to these theories. Lastly, we elaborate on improvements that can be made to lead the field to more comprehensive and robust models of neurocognitive aging.",neurocognition; fMRI; aging; older adults; theory; review; maintenance; compensation; Aging Neuroscience,https://doi.org/10.3389/fnagi.2022.1002096
https://pmc.ncbi.nlm.nih.gov/articles/PMC12537190/,"Willingness to pay for combined medical and old-age care services: A survey in Chengdu City, China",2025,"To provide a basis for service supply for older persons, we investigated older adults’ willingness to pay for combined medical and old-age care services in Jinjiang District, Chengdu. According to the Anderson model and the opinions of statistical experts, a questionnaire was designed, implemented in Questionnaire Star, and distributed to the residents of the Jinjiang District of Chengdu. Data were entered into Excel, and SPSS 27 was used to obtain descriptive statistics and to conduct single factor and logistic regression analyses. Statistically significant variables associated with older adults’ willingness to pay for combined services (<italic toggle=""yes"">P</italic> < .05) were age, occupation, education level, whether having commercial pension insurance, and whether there were health lectures in the community. There is high willingness to pay for combined medical and old-age care services in Jinjiang District.",Chengdu; Jinjiang District; Willingness to pay; 6600; Research Article; Observational Study,https://doi.org/10.1097/MD.0000000000045206
https://pmc.ncbi.nlm.nih.gov/articles/PMC12536205/,eHealth literacy and doctor–inpatient relationships: The mediating role of eHealth utilization and the moderating role of age,2025,,eHealth literacy; doctor–patient relationship; eHealth utilization; older inpatients; mediation analysis; moderation effect; Original Research Article,https://doi.org/10.1177/20552076251384135
https://pmc.ncbi.nlm.nih.gov/articles/PMC12536101/,"The impact of population aging on the mortality rate of dementia among residents in Suzhou, China, 2004–2023",2025,,Alzheimer's disease; annual percent change; dementia; mortality rate; population aging; trend; Research Article,https://doi.org/10.1177/25424823251385587
https://pmc.ncbi.nlm.nih.gov/articles/PMC12328599/,A unifying theory of aging and mortality,2025,"In this paper, we advance the network theory of aging and mortality by developing a causal mathematical model for the mortality rate. First, we show that in large networks, where health deficits accumulate at nodes representing health indicators, the modelling of network evolution with Poisson processes is universal and can be derived from fundamental principles. Second, with the help of two simplifying approximations, which we refer to as mean-field assumption and homogeneity assumption, we provide an analytical derivation of Gompertz law under generic and biologically relevant conditions. Third, we identify for which network parameters Gompertz law is accurate, express the parameters in Gompertz law as a function of the network parameters, and illustrate our computations with simulations and analytic approximations. Our paper is the first to offer a full mathematical explanation of Gompertz law and its limitations based on network theory.",Biological models; Applied mathematics; Article,https://doi.org/10.1038/s41598-025-11454-4
https://pmc.ncbi.nlm.nih.gov/articles/PMC12511414/,The dissipation theory of aging: a quantitative analysis using a cellular aging map,2025,"We propose a new theory for aging based on dynamical systems and provide a data-driven computational method to quantify the changes at the cellular level. We use ergodic theory to decompose the dynamics of changes during aging and show that aging is fundamentally a dissipative process within biological systems, akin to dynamical systems where dissipation occurs due to non-conservative forces. To quantify the dissipation dynamics, we employ a transformer-based machine learning algorithm to analyze gene expression data, incorporating age as a token to assess how age-related dissipation is reflected in the embedding space. By evaluating the dynamics of gene and age embeddings, we provide a cellular aging map (CAM) and identify patterns indicative of divergence in gene embedding space, nonlinear transitions, and entropy variations during aging for various tissues and cell types. Our results provide a novel perspective on aging as a dissipative process and introduce a computational framework that enables measuring age-related changes with molecular resolution.",Cell biology; Epigenetics; Article,https://doi.org/10.1038/s41514-025-00277-2
https://pmc.ncbi.nlm.nih.gov/articles/PMC10835255/,The molecular mechanism of aging and the role in neurodegenerative diseases,2024,"Aging is a complex and inevitable biological process affected by a combination of external environmental and genetic factors. Humans are currently living longer than ever before, accompanied with aging-related alterations such as diminished autophagy, decreased immunological function, mitochondrial malfunction, stem cell failure, accumulation of somatic and mitochondrial DNA mutations, loss of telomere, and altered nutrient metabolism. Aging leads to a decline in body functions and age-related diseases, for example, Alzheimer's disease, which adversely affects human health and longevity. The quality of life of the elderly is greatly diminished by the increase in their life expectancy rather than healthy life expectancy. With the rise in the age of the global population, aging and related diseases have become the focus of attention worldwide. In this review, we discuss several major mechanisms of aging, including DNA damage and repair, free radical oxidation, telomeres and telomerase, mitochondrial damage, inflammation, and their role in neurodegenerative diseases to provide a reference for the prevention of aging and its related diseases.",Aging; DNA damage; Radicals oxidative; Telomere; Energy metabolism; Anti-Aging; Review Article,https://doi.org/10.1016/j.heliyon.2024.e24751
https://pmc.ncbi.nlm.nih.gov/articles/PMC10093290/,The Timing Sequence and Mechanism of Aging in Endocrine Organs,2023,"The world is increasingly aging, and there is an urgent need to find a safe and effective way to delay the aging of the body. It is well known that the endocrine glands are one of the most important organs in the context of aging. Failure of the endocrine glands lead to an abnormal hormonal environment, which in turn leads to many age-related diseases. The aging of endocrine glands is closely linked to oxidative stress, cellular autophagy, genetic damage, and hormone secretion. The first endocrine organ to undergo aging is the pineal gland, at around 6 years old. This is followed in order by the hypothalamus, pituitary gland, adrenal glands, gonads, pancreatic islets, and thyroid gland. This paper summarises the endocrine gland aging-related genes and pathways by bioinformatics analysis. In addition, it systematically summarises the changes in the structure and function of aging endocrine glands as well as the mechanisms of aging. This study will advance research in the field of aging and help in the intervention of age-related diseases.",endocrine; aging; mechanisms; Review,https://doi.org/10.3390/cells12070982
https://pmc.ncbi.nlm.nih.gov/articles/PMC12425021/,Network-driven discovery of repurposable drugs targeting hallmarks of aging,2025,"Despite the thousands of genes implicated in age-related phenotypes, effective interventions for aging remain elusive, a lack of advance rooted in the multifactorial nature of longevity and the functional interconnectedness of the molecular components implicated in aging. Here, we introduce a network medicine framework that integrates 2,358 longevity-associated genes onto the human interactome to identify existing drugs that can modulate aging processes. We find that genes associated with each hallmark of aging form a connected subgraph, or hallmark module, a discovery enabling us to measure the proximity of 6,442 clinically approved or experimental compounds to each hallmark. We then introduce a transcription-based metric, <italic toggle=""yes"">pAGE</italic>, which evaluates whether the drug-induced expression shifts reinforce or counteract known age-related expression changes. By integrating network proximity and <italic toggle=""yes"">pAGE</italic>, we identify multiple drug repurposing candidate that not only target specific hallmarks but act to reverse their aging-associated transcriptional changes. Our findings are interpretable, revealing for each drug the molecular mechanisms through which it modulates the hallmark, offering an experimentally falsifiable framework to leverage genomic discoveries to accelerate drug repurposing for longevity.",Article,
https://pmc.ncbi.nlm.nih.gov/articles/PMC11810056/,Mikhail ‘Misha’ Blagosklonny’s enduring legacy in geroscience: the hyperfunction theory and the therapeutic potential of rapamycin,2025,"The untimely passing of Dr. Mikhail “Misha” Blagosklonny has left a lasting void in geroscience and oncology. This review examines his profound contributions, focusing on his pioneering the Hyperfunction Theory and his advocacy for rapamycin, an mTOR inhibitor, as a therapeutic agent for lifespan extension. Contrary to traditional damage-centric models, the Hyperfunction Theory rejects damage accumulation as the primary driver of aging. Instead, it redefines aging as a quasi-programmed process driven by the persistent, excessive activity of growth-promoting pathways beyond their developmental roles, leading to age-related pathologies. We explore how Blagosklonny’s insights predict rapamycin’s ability to decelerate aging by modulating excessive mTOR signaling, supported by empirical evidence across multiple physiological systems, including immune, cardiovascular, cognitive, and oncologic health. His forward-thinking approach, advocating for the cautious clinical use of rapamycin and suggesting personalized, preventive, and combination therapy strategies, has catalyzed interest in translational geroscience. This review synthesizes Blagosklonny’s legacy, presenting rapamycin as a foundational pharmacological intervention with potential in managing age-related decline and extending healthspan, and underlines his impact in shifting aging research from theoretical frameworks to actionable interventions. Blagosklonny’s work remains an enduring inspiration, paving the way toward treating aging as a modifiable condition.",rapamycin; longevity medicine; healthspan; geroscience; hyperfunction; Priority Review,https://doi.org/10.18632/aging.206189
