paper_url,paper_name,paper_year,abstract,keywords,doi_url
https://pmc.ncbi.nlm.nih.gov/articles/PMC12535130/,Targeting PURPL RNA enabled rejuvenation of senescence cells via epigenetic reprogramming,2025,"Cellular senescence is a fundamental driver of ageing and age-related diseases, characterized by irreversible growth arrest and profound epigenetic alterations. While long non-coding RNAs (lncRNAs) have emerged as key regulators of senescence, their potential for senescent cell rejuvenation remains unexplored. Here, we identify the ageing-associated lncRNA PURPL as an epigenetic regulator that controls cellular rejuvenation through H3K9me3-mediated transcriptional silencing. CRISPRi-mediated PURPL depletion produces striking rejuvenation effects, resulting in restored youthful cell morphology, as well as suppression of senescence markers such as p21 and SA-β-gal. Conversely, PURPL overexpression accelerates cellular senescence, recapitulating the transcriptional and phenotypic hallmarks of ageing. Mechanistically, nuclear-localized PURPL regulates H3K9me3 deposition at 411 genomic loci including SERPINE1 (PAI-1) and EGR1, which are key senescence drivers. PURPL-mediated H3K9me3 loss at these loci derepresses their transcription, establishing a pro-senescence gene expression program. These findings reveal that PURPL is an epigenetic modulator of senescence and highlight its potential as a therapeutic target for age-related pathologies.",Cellular senescence; Long non-coding RNA; PURPL; Histone modification; H3K9me3; Research,https://doi.org/10.1186/s12967-025-07208-5
https://pmc.ncbi.nlm.nih.gov/articles/PMC12524863/,"Phlorizin Ameliorates Amyloid-β Toxicity and Enhances Fatty Acid β-Oxidation in <italic toggle=""yes"">Caenorhabditis elegans</italic> via NHR-49-Dependent Pathway",2025,"Phlorizin (PHZ) is a glucoside of phloretin, belonging to the dihydrochalcone class within flavonoids; It is one of the active ingredients of the plant Cynomorium, and it has been shown that PHZ can regulate lipid metabolism disorders as well as having anti-aging properties. However, no studies have investigated whether PHZ ameliorates Aβ-induced toxicity in Alzheimer’s disease (AD) by regulating fatty acid β-oxidation. This study aims to investigate the effects of PHZ on the regulation of fatty acid β-oxidation and resistance to Aβ-associated toxicity on the AD <italic toggle=""yes"">Caenorhabditis elegans</italic> and the mechanisms of action. Wild-type N2 and AD model CL4176 <italic toggle=""yes"">C. elegans</italic> were used; lifespan, heat stress resistance, chronic paraquat stress, reactive oxygen species (ROS), behavioral performance, and lipofuscin accumulation assays were examined to evaluate the anti-aging effects; and non-esterified fatty acid (NEFA), triglyceride (TG) and lipidomic contents were quantified after PHZ treatment. The detection of genes related to fatty acid β-oxidation pathways was performed using qRT-PCR. <italic toggle=""yes"">nhr-49</italic> knockout mutant RB1716; and GFP-binding mutants PMD150 WBM170 were used to observe the effect of PHZ on NHR-49 pathways, and molecular docking studies were performed by combining PHZ with NHR-49 proteins. Results showed that PHZ improved worms’ survival and delayed senescence, as demonstrated by enhanced performance in lifespan, heat stress, ROS, and paraquat assays and chronic paraquat assays; PHZ also reduced lipid accumulation in worms, affected the unsaturated fatty acid pathway, and significantly increased the expression of fatty acid metabolism-related genes <italic toggle=""yes"">nhr-49</italic>, <italic toggle=""yes"">acs-2</italic>, and <italic toggle=""yes"">cpt-5</italic>, and can be tightly coupled to NHR-49 targets. PHZ may play an anti-Aβ toxicity role by regulating lipid metabolism disorders through the NHR-49—related pathway and anti-aging in AD worms.","Phlorizin; <italic toggle=""yes"">Caenorhabditis elegans</italic>; Alzheimer’s disease; fatty acid β-oxidation; lipid metabolism; Article",https://doi.org/10.3390/ijms26199303
https://pmc.ncbi.nlm.nih.gov/articles/PMC12408736/,"Subtelomeric elements provide stability to short telomeres in telomerase-negative cells of the budding yeast <italic toggle=""yes"">Naumovozyma castellii</italic>",2025,"Telomerase plays an important role in sustaining eukaryotic linear chromosomes, as elongation of telomeres is needed to counterbalance the shortening occurring in each replication round. Nevertheless, in telomerase-deficient cells, Alternative Lengthening of Telomeres (ALT) pathways can maintain telomeres by employing recombination-based mechanisms. In the budding yeast <italic toggle=""yes"">Naumovozyma castellii</italic>, effective activation of the ALT pathway leads to bypass of senescence and supports long-term growth. We found that telomere structures in <italic toggle=""yes"">N. castellii</italic> ALT cells are stably maintained at a shortened uniform length over extensive numbers of generations. This is correlated to the spreading of a subtelomeric sequence, TelKO element, to all telomeres. Genome sequencing of the wild-type strain revealed variants of the TelKO element, differing in their lengths, and separate ALT strains are maintained by spreading of distinct TelKO element variants. Although short uniform telomere structures are predominant, sporadic telomere lengthening events occur by addition of long repeated arrays of TelKO elements. The telomere-binding protein Rap1 can bind to TelKO sequences in vitro, indicating a functional role of TelKO elements in providing stability to shortened ALT telomeres. Our results suggest that stable maintenance and telomere functionality may be achieved by incorporating the distal subtelomeric TelKO sequences into the telomeric chromatin cap.","Telomere; Genome integrity; Alternative lengthening of telomeres (ALT); Telomerase-independent telomere maintenance; Subtelomeres; Budding yeast<italic toggle=""yes""> Naumovozyma castellii</italic>; Original Article",https://doi.org/10.1007/s00294-025-01325-w
https://pmc.ncbi.nlm.nih.gov/articles/PMC12517210/,Mitochondrial proteins as biomarkers of cellular senescence and age-associated diseases,2025,"Research in the field of mitochondrial biomarkers plays an important role in understanding the processes of cellular aging. Mitochondria are not only the energy centers of the cell, but also key regulators of signaling within the cell. They significantly affect the life and function of the cell. The aging process of cells is associated with various factors, including DNA damage, disruption of the cell cycle, changes in mitochondria, and problems with signal transmission. Mitochondrial dysfunction is a major contributor to cellular and organismal aging. As we age, there is an accumulation of dysfunctional mitochondria, leading to decreased efficiency of oxidative phosphorylation and increased production of reactive oxygen species. This review focuses on the main mitochondrial markers involved in the mechanisms of cell aging: DRP1, Prohibitin, Parkin, PINK1, MFF, VDAC, TOM. These signaling molecules are involved in mitochondrial fission and the mechanisms of mitochondria-dependent apoptosis, in the regulation of mitochondrial respiratory activity, ensuring the stability of the organization and copying of mitochondrial DNA, protecting cells from oxidative stress, in the process of autophagy of damaged mitochondria, in protective mechanisms during stress-induced mitochondrial dysfunction. Analysis of mitochondrial markers can provide valuable information about the state of cells and their functional significance at various stages of aging, which could promote our understanding of cellular aging mechanisms and developing corrective methods. These insights highlight mitochondrial proteins as potential therapeutic targets to combat age-related diseases.",mitochondria; mitochondrial proteins; biomarkers; cellular senescence; age-associated diseases; Review,https://doi.org/10.18632/aging.206305
https://pmc.ncbi.nlm.nih.gov/articles/PMC12523526/,Tert-Butyl Hydroperoxide in Human Adult Mesenchymal Stem Cells Isolated from Dermis: A Stress-Induced Premature Senescence Model,2025,"Stem cell (SC)-based therapy exploits the ability of cells to migrate to damaged tissues and repair them. In this context, there is a strong interest in the use of mesenchymal stem cells (MSCs), multipotent SCs that are easy to obtain and are able to differentiate into various cell lineages. However, MSCs undergo cellular senescence during in vitro expansion, and may also become senescent in vivo, influenced by multiple molecular, cellular, and environmental interactions. Therefore, the development of in vitro cell models is crucial to study the mechanisms underlying senescence in MSCs. This study aimed to investigate the effects of tert-butyl hydroperoxide (t-BHP) as a senescence inducer in human dermal MSCs (hDMSCs), a promising tool for tissue repair. t-BHP induced a pro-senescent effect on hDMSCs greater than hydrogen peroxide (H<sub>2</sub>O<sub>2</sub>), as evidenced by ROS production, DNA damage, cell cycle arrest, inhibition of cell proliferation, changes in cellular and nuclear morphology, and cytoskeletal reorganization, as well as the increase in other senescence markers, including senescence-associated β-galactosidase (SA-β-Gal)-positive cells, and senescence-associated secretory phenotype (SASP). These results indicate that t-BHP could be a promising compound for inducing stress-induced premature senescence (SIPS) in hDMSCs, providing a valuable tool to investigate this process and evaluate the efficacy of senolytic compounds.",dermal mesenchymal stem cells; tert-butyl hydroperoxide; hydrogen peroxide; stress-induced premature senescence (SIPS); Article,https://doi.org/10.3390/cells14191563
https://pmc.ncbi.nlm.nih.gov/articles/PMC12537207/,The regulatory mechanisms of active ingredients in traditional Chinese medicine for inflammation in Parkinson disease: A review,2025,"Parkinson disease (PD) is the second most common neurodegenerative disorder worldwide, affecting countless patients. Inflammation is a major pathogenic factor in PD. The regulation of inflammation involves multiple processes, including glial cell activation, oxidative stress responses, gut–brain axis signaling, and associated molecular pathways. In recent years, some progress has been made in the study of anti-inflammatory therapies for PD; however, their therapeutic efficacy remains limited. Thus, exploring alternative pharmacological interventions may represent a promising direction for managing inflammation in PD. Traditional Chinese medicine (TCM) has been found to exert therapeutic effects on PD-related inflammation, suggesting that further development of TCM could be beneficial. Therefore, focusing on the discovery and development of TCM-based treatments is worth pursuing. This review summarizes the major active components that show efficacy against PD inflammation and outlines their underlying mechanisms, with the aim of providing new perspectives for identifying alternative therapeutic strategies.",herbal medicine; inflammatory factors; inflammatory pathways; microglia; neuroinflammation; Parkinson disease; 5300; Research Article; Narrative Review,https://doi.org/10.1097/MD.0000000000044392
https://pmc.ncbi.nlm.nih.gov/articles/PMC12524674/,Critical Requirement of Senescence-Associated CCN3 Expression in CD44-Positive Stem Cells for Osteoarthritis Progression,2025,"Osteoarthritis (OA) is a degenerative joint disease characterized by progressive cartilage breakdown, synovial inflammation, and subchondral bone remodeling. Previous studies have shown that cellular communication network factor 3 (CCN3) expression increases with age in cartilage, and its overexpression promotes OA-like changes by inducing senescence-associated secretory phenotypes. This study aimed to investigate the effect of <italic toggle=""yes"">Ccn3</italic> knockout (KO) on OA development using a murine OA model. Destabilization of the medial meniscus (DMM) surgery was performed in wild-type (WT) and <italic toggle=""yes"">Ccn3</italic>-KO mice. Histological scoring and staining were used to assess cartilage degeneration and proteoglycan loss. Gene and protein expressions of catabolic enzyme (<italic toggle=""yes"">Mmp9</italic>), hypertrophic chondrocyte marker (<italic toggle=""yes"">Col10a1</italic>), senescence marker, and cyclin-dependent kinase inhibitor 1A (<italic toggle=""yes"">Cdkn1a</italic>) were evaluated. Single-cell RNA sequencing (scRNA-seq) data from WT and <italic toggle=""yes"">Sox9</italic>-deficient cartilage were reanalyzed to identify <italic toggle=""yes"">Ccn3</italic><sup>+</sup> progenitor populations. Immunofluorescence staining assessed CD44 and Ki67 expression in articular cartilage. The effects of <italic toggle=""yes"">Ccn3</italic> knockdown on IL-1β-induced <italic toggle=""yes"">Mmp13</italic> and <italic toggle=""yes"">Adamts5</italic> expression in chondrocytes were examined <italic toggle=""yes"">in vitro</italic>. <italic toggle=""yes"">Ccn3</italic> KO mice exhibited reduced cartilage degradation and catabolic gene expression compared with WT mice post-DMM. scRNA-seq revealed enriched <italic toggle=""yes"">Ccn3</italic>-<italic toggle=""yes"">Cd44</italic> double-positive cells in osteoblast progenitor, synovial mesenchymal stem cell, and mesenchymal stem cell clusters. Immunofluorescence showed increased CCN3<sup>+</sup>/CD44<sup>+</sup> cells in femoral and tibial cartilage and meniscus. Ki67<sup>+</sup> cells were significantly increased in DMM-treated <italic toggle=""yes"">Ccn3</italic> KO cartilage, mostly CD44<sup>+</sup>. In vitro <italic toggle=""yes"">Ccn3</italic> knockdown attenuated IL-1β-induced <italic toggle=""yes"">Mmp13</italic> and <italic toggle=""yes"">Adamts5</italic> expressions in chondrocytes. <italic toggle=""yes"">Ccn3</italic> contributes to OA pathogenesis by promoting matrix degradation, inducing hypertrophic changes, and restricting progenitor cell proliferation, highlighting <italic toggle=""yes"">Ccn3</italic> as a potential therapeutic target for OA.",articular; cartilage; mesenchymal stem cells; nephroblastoma overexpressed protein; osteoarthritis; Article,https://doi.org/10.3390/ijms26199630
https://pmc.ncbi.nlm.nih.gov/articles/PMC12536836/,Association of non-linear dynamics of heart rate variability with all-cause mortality in patients with sarcoidosis,2025,,prediction; all-cause mortality; sarcoidosis; Original Article,https://doi.org/10.36141/svdld.v42i3.16332
https://pmc.ncbi.nlm.nih.gov/articles/PMC12523719/,EPDR1 Links Fibroblast Dysfunction to Disease Severity in Idiopathic Pulmonary Fibrosis,2025,,EPDR1; idiopathic pulmonary fibrosis; lysosome; fibroblasts; autophagy; cellular senescence; Article,https://doi.org/10.3390/cells14191515
https://pmc.ncbi.nlm.nih.gov/articles/PMC12511414/,The dissipation theory of aging: a quantitative analysis using a cellular aging map,2025,"We propose a new theory for aging based on dynamical systems and provide a data-driven computational method to quantify the changes at the cellular level. We use ergodic theory to decompose the dynamics of changes during aging and show that aging is fundamentally a dissipative process within biological systems, akin to dynamical systems where dissipation occurs due to non-conservative forces. To quantify the dissipation dynamics, we employ a transformer-based machine learning algorithm to analyze gene expression data, incorporating age as a token to assess how age-related dissipation is reflected in the embedding space. By evaluating the dynamics of gene and age embeddings, we provide a cellular aging map (CAM) and identify patterns indicative of divergence in gene embedding space, nonlinear transitions, and entropy variations during aging for various tissues and cell types. Our results provide a novel perspective on aging as a dissipative process and introduce a computational framework that enables measuring age-related changes with molecular resolution.",Cell biology; Epigenetics; Article,https://doi.org/10.1038/s41514-025-00277-2
